idx,condition_dataset_name,condition_cond_name,condition_query_name,parameter_value,gpt-3.5-turbo,luminous-supreme-control_int100query,gpt-4
32,annealing,cc,econ,1.1,5.056992621076622,1.232495854846802,1.1178293279632983
33,annealing,cc,econ,1.2,6.761142275606388,1.2096112161856163,1.2941819310772105
34,annealing,cc,econ,1.3,5.619201482212712,1.1623509102368401,0.9001151419626308
35,annealing,cc,econ,1.4,6.505500149709205,2.0838977481660894,1.3648427197585447
36,annealing,cc,econ,1.5,7.843558833361444,1.3637785045242796,1.1043587190431183
37,annealing,cc,econ,1.6,5.6724375151419055,2.506337908324379,1.7171636372172323
38,annealing,cc,econ,1.7,6.913709127000203,2.083415497150423,2.086997506228957
39,annealing,cc,econ,1.8,7.1182708200380125,2.9381383063219983,1.1386114074593316
40,annealing,cc,econ,1.9,8.22343938117679,2.8770187445278737,2.30019347773201
41,annealing,cc,econ,2.0,4.687610721231674,4.359161341581366,1.8799192090533445
42,annealing,cc,sex,0.0,0.0,17.97464362112265,23.02585069747936
43,annealing,cc,sex,0.1,0.0,2.043188170581709,23.02585069747936
44,annealing,cc,sex,0.2,0.010050333909919997,1.4072117212132378,23.025850695638297
45,annealing,cc,sex,0.3,0.09431067462616409,10.32997809241861,23.025850693728955
46,annealing,cc,sex,0.4,0.29802720668416605,0.9822593134041173,23.0258506914928
47,annealing,cc,sex,0.5,1.3097068416394901,0.5480959318110096,23.025850689704182
48,annealing,cc,sex,0.6,2.431216698105718,0.7751870196653028,23.025850687648102
49,annealing,cc,sex,0.7,4.101946292432316,1.0224279759998267,4.6051701179342714
50,annealing,cc,sex,0.8,4.549663363169542,0.5658057043794003,4.605170119768418
51,annealing,cc,sex,0.9,7.602142191459676,1.1066596546698362,23.025850687326976
52,annealing,cc,sex,1.0,5.258079521561509,1.4870566367565623,3.9120229435833873
53,annealing,cc,sex,1.1,6.495299487223512,2.01996674317171,3.5093305065698797
54,annealing,cc,sex,1.2,6.324263877902325,1.1246239214261822,3.270096611771278
55,annealing,cc,sex,1.3,6.4619895195588875,3.5728447950051883,4.030810934491949
56,annealing,cc,sex,1.4,6.2069252531253305,1.2574748383878296,3.709338462144184
57,annealing,cc,sex,1.5,6.056744538122723,5.234082133580587,3.806635440584616
58,annealing,cc,sex,1.6,4.826139851259511,3.0915498994954334,3.1485356699362885
59,annealing,cc,sex,1.7,6.002619773288815,2.8731473186124887,5.397797211777209
60,annealing,cc,sex,1.8,7.025331394502646,5.182245728333255,4.749767098220616
61,annealing,cc,sex,1.9,6.12606678560455,5.810093946719601,5.294205691497078
62,annealing,cc,sex,2.0,5.869297423071888,3.641457915133301,4.610853824691506
63,annealing,chain,alien,0.0,0.0,1.8325814426123457,10.81977817744448
64,annealing,chain,alien,0.1,0.0,0.21172303094789738,21.03252743672674
65,annealing,chain,alien,0.2,0.010050333909919997,0.22049377088582142,1.0056948323667456
66,annealing,chain,alien,0.3,0.21467074369793637,0.2593374241278991,1.205324014366169
67,annealing,chain,alien,0.4,0.6178180818627897,0.7416724903319151,7.242907849544825
68,annealing,chain,alien,0.5,0.5474269308088923,1.427995534278193,2.6161594610154095
69,annealing,chain,alien,0.6,0.7307873648674051,1.026919297718731,9.00408658832589
70,annealing,chain,alien,0.7,2.3548613577066777,1.4713446180501442,5.5867318194261895
71,annealing,chain,alien,0.8,2.1781127679233383,1.459259674490983,4.0633378668744315
72,annealing,chain,alien,0.9,2.9523387943867214,1.1975669326058822,4.972955666975594
73,annealing,chain,alien,1.0,3.018809903705883,2.1896838066863915,16.534870498477915
74,annealing,chain,alien,1.1,4.542722443260831,3.290467306733426,3.184183015643773
75,annealing,chain,alien,1.2,4.234901370562603,2.228548012068095,6.566749054094462
76,annealing,chain,alien,1.3,6.064684401762589,2.1564747490110543,11.729910649829856
77,annealing,chain,alien,1.4,4.818682574754909,2.6963579079763837,10.56565560826618
78,annealing,chain,alien,1.5,3.6326437482776273,3.8035081875678034,6.407206389675567
79,annealing,chain,alien,1.6,5.30833574358115,6.305803252792564,14.66431319354055
80,annealing,chain,alien,1.7,5.04132523161558,3.8636598657101118,10.317803604165881
81,annealing,chain,alien,1.8,6.8812924751828355,2.702404010542516,11.580750872511372
82,annealing,chain,alien,1.9,5.548571885355946,4.580077345802677,10.150644977848408
83,annealing,chain,alien,2.0,6.232229853856157,5.338992336578114,10.702857712323457
84,annealing,chain,econ,0.0,0.0,0.0,23.02585069747936
85,annealing,chain,econ,0.1,0.0,23.02585069747936,23.02585069557
86,annealing,chain,econ,0.2,0.010050333909919997,21.12758870505608,23.025850695437686
87,annealing,chain,econ,0.3,0.020202703429315592,14.042543177185715,23.025850693531748
88,annealing,chain,econ,0.4,0.14068776776464628,12.188755065530337,23.025850691402397
89,annealing,chain,econ,0.5,0.2553963035536372,15.067003934272405,23.025850691464118
90,annealing,chain,econ,0.6,0.5326313503736768,10.251887161044491,23.02585069335467
91,annealing,chain,econ,0.7,1.2336550674709006,12.228967119854705,22.96984916139869
92,annealing,chain,econ,0.8,1.2892238276232253,2.7320333704476076,23.02585068758948
93,annealing,chain,econ,0.9,2.0424355326674064,9.42461518425202,23.02585068935533
94,annealing,chain,econ,1.0,1.6311683203577092,2.605616630050624,22.96984915568696
95,annealing,chain,econ,1.1,4.092392541662782,3.6148920777548343,22.814615684455994
96,annealing,chain,econ,1.2,3.2319527007259117,1.7665476099913808,22.224894779134743
97,annealing,chain,econ,1.3,3.652932756079907,1.337674223736499,22.913023419021183
98,annealing,chain,econ,1.4,4.367434432486109,2.9859415713904705,22.754138103647517
99,annealing,chain,econ,1.5,4.781758851830217,2.546004082442968,22.45571821120854
100,annealing,chain,econ,1.6,5.666044635823371,2.668519466922605,5.480725424751608
101,annealing,chain,econ,1.7,4.360491561779179,2.1313942354312365,21.356758137167787
102,annealing,chain,econ,1.8,6.2419104952301065,3.2443188025454246,5.581211798073702
103,annealing,chain,econ,1.9,7.557687534495205,2.523960272166503,6.526037391183808
104,annealing,chain,econ,2.0,5.710188076689786,4.0187019579866625,21.459662501763667
105,annealing,chain,sex,0.0,23.02585069747936,18.182751701119596,23.02585069747936
106,annealing,chain,sex,0.1,1.3093333043489443,10.81977817744448,23.02585069747936
107,annealing,chain,sex,0.2,0.9942522590665355,7.772053642224209,23.02585069747936
108,annealing,chain,sex,0.3,0.9675840122598218,0.9923537009098302,23.025850693728955
109,annealing,chain,sex,0.4,0.9141380485983953,1.060305004627828,23.025850693466754
110,annealing,chain,sex,0.5,1.9917064232176926,0.923446663353257,23.025850693487953
111,annealing,chain,sex,0.6,2.5999088545108204,0.8095472540839874,23.025850691491396
112,annealing,chain,sex,0.7,3.2238335893944674,0.9145740804271657,23.025850693335776
113,annealing,chain,sex,0.8,4.3107598394388065,0.30074254582105225,23.02585068568148
114,annealing,chain,sex,0.9,5.035471075862624,1.2677994680672529,23.025850689406354
115,annealing,chain,sex,1.0,4.862514921314768,1.5103211298866477,4.6051701196498325
116,annealing,chain,sex,1.1,7.9286213222479125,2.256918676117846,22.91208144214103
117,annealing,chain,sex,1.2,8.181286584194885,0.8240726699647756,5.126127129784615
118,annealing,chain,sex,1.3,7.93586512620602,3.720263054525737,4.678117228480633
119,annealing,chain,sex,1.4,5.447665911696708,1.320040780826695,22.469980616308597
120,annealing,chain,sex,1.5,6.700010871701075,3.837754340062937,5.135763005547007
121,annealing,chain,sex,1.6,4.842202235844329,3.3915319276481966,5.503980040399361
122,annealing,chain,sex,1.7,7.577632028052831,4.999580484691085,6.277367210746372
123,annealing,chain,sex,1.8,10.317343552071849,4.1776478961056664,4.735938783773767
124,annealing,chain,sex,1.9,6.230868459616159,5.72220429623912,5.108169789314656
125,annealing,chain,sex,2.0,6.0368469301651295,4.197208488089628,6.502121221906726
126,top_p_var,cc,alien,0.01,0.0,0.0,23.02585069747936
127,top_p_var,cc,alien,0.1,0.0,12.441419993152529,10.144278377502436
128,top_p_var,cc,alien,0.2,0.0,13.477667083834632,1.1307437340410005
129,top_p_var,cc,alien,0.3,0.0,0.6233120275158117,23.02585069747936
130,top_p_var,cc,alien,0.4,3.2444662388379126,5.126074092683956,5.980544904695032
131,top_p_var,cc,alien,0.5,4.5248908571698765,3.0056446924996076,16.038938821224527
132,top_p_var,cc,alien,0.6,8.253345438501576,2.8728386295014703,1.8324623182724475
133,top_p_var,cc,alien,0.7,5.13048168150489,2.617176177762154,7.602005485732297
134,top_p_var,cc,alien,0.8,4.444574573083583,3.5408496173788255,9.259160363386208
135,top_p_var,cc,alien,0.9,2.767894698917363,3.2068994027239124,4.697188004216384
136,top_p_var,cc,alien,1.0,6.586152923254009,2.243958259358638,0.6518908143319939
137,top_p_var,cc,econ,0.01,23.02585069747936,0.0,0.0
138,top_p_var,cc,econ,0.1,23.02585069747936,0.0,0.0
139,top_p_var,cc,econ,0.2,23.02585069747936,23.02585069747936,0.0
140,top_p_var,cc,econ,0.3,23.02585069747936,0.9163809088765651,0.0
141,top_p_var,cc,econ,0.4,23.02585069747936,0.6231589497728105,0.0
142,top_p_var,cc,econ,0.5,23.02585069533481,0.5710795721679042,0.0
143,top_p_var,cc,econ,0.6,20.339526618656027,1.0676585581404705,0.08338160604652707
144,top_p_var,cc,econ,0.7,17.322596398173893,0.9262624769257634,0.1508228861041018
145,top_p_var,cc,econ,0.8,17.842701775179147,0.982946910673365,0.31471073948395484
146,top_p_var,cc,econ,0.9,16.246999289504007,1.0411652353911665,0.49429631255073636
147,top_p_var,cc,econ,1.0,5.701916969588288,2.729314830694929,0.2744368349758295
148,top_p_var,cc,sex,0.01,23.02585069747936,17.97464362112265,23.02585069747936
149,top_p_var,cc,sex,0.1,23.02585069747936,17.97464362112265,23.02585069747936
150,top_p_var,cc,sex,0.2,23.02585069747936,9.67720385914743,23.02585069747936
151,top_p_var,cc,sex,0.3,23.025850695318695,0.8398398332765871,23.02585069747936
152,top_p_var,cc,sex,0.4,22.72331287742654,1.1314572923640036,23.02585069747936
153,top_p_var,cc,sex,0.5,20.80564983277887,0.6739023561452921,23.025850695449957
154,top_p_var,cc,sex,0.6,20.72884397071863,0.2559794061321726,23.025850695331
155,top_p_var,cc,sex,0.7,20.4103620747337,0.5413962602563515,23.025850693420885
156,top_p_var,cc,sex,0.8,19.368560695109473,1.2752289878156358,23.025850693264594
157,top_p_var,cc,sex,0.9,19.107893432561376,0.7513796200982955,23.02585069127053
158,top_p_var,cc,sex,1.0,17.582018521011282,1.291743797076521,4.038677927281355
159,top_p_var,chain,alien,0.01,0.0,1.8325814426123457,23.02585069747936
160,top_p_var,chain,alien,0.1,0.0,0.0032254129206589904,10.144278377502436
161,top_p_var,chain,alien,0.2,0.0,0.028530106304461705,1.1307437340410005
162,top_p_var,chain,alien,0.3,0.3011050875698579,0.6421461737126826,23.02585069747936
163,top_p_var,chain,alien,0.4,3.5808673871403163,0.9066400413429306,5.980544904695032
164,top_p_var,chain,alien,0.5,1.1629539405183278,2.823544636017594,16.038938821224527
165,top_p_var,chain,alien,0.6,0.663998984298115,2.9396963716856463,1.8324623182724475
166,top_p_var,chain,alien,0.7,2.1326693554059855,1.057918630224107,7.602005485732297
167,top_p_var,chain,alien,0.8,1.6728809355909138,3.087112468955418,9.259160363386208
168,top_p_var,chain,alien,0.9,1.9142604291421599,3.1017602107149087,4.697188004216384
169,top_p_var,chain,alien,1.0,3.491410309990884,3.841511699664348,5.397384304858569
170,top_p_var,chain,econ,0.01,23.02585069747936,0.0,23.02585069747936
171,top_p_var,chain,econ,0.1,23.02585069747936,0.0,23.02585069747936
172,top_p_var,chain,econ,0.2,23.02585069747936,23.02585069747936,23.02585069747936
173,top_p_var,chain,econ,0.3,23.02585069747936,14.944953450695827,23.02585069747936
174,top_p_var,chain,econ,0.4,23.02585069531685,10.524573550763241,23.02585069541757
175,top_p_var,chain,econ,0.5,23.02585069531685,11.006154218714412,23.025850693501308
176,top_p_var,chain,econ,0.6,20.31894141344139,9.278165058098429,23.02585069534417
177,top_p_var,chain,econ,0.7,15.629772627505933,1.4680912493311413,23.02585069329766
178,top_p_var,chain,econ,0.8,17.255767419531306,1.5856084878985657,23.025850693264594
179,top_p_var,chain,econ,0.9,4.773075726216488,1.5430189954179137,23.02585069128729
180,top_p_var,chain,econ,1.0,5.281778709038262,6.998423852105323,23.025850687510715
181,top_p_var,chain,sex,0.01,23.02585069747936,18.182751701119596,23.02585069747936
182,top_p_var,chain,sex,0.1,23.02585069747936,18.182751701119596,23.02585069747936
183,top_p_var,chain,sex,0.2,23.02585069747936,14.90817851562725,23.02585069747936
184,top_p_var,chain,sex,0.3,23.02585069747936,12.350801367678656,23.02585069747936
185,top_p_var,chain,sex,0.4,22.723312877439778,0.9003087834558662,23.02585069747936
186,top_p_var,chain,sex,0.5,20.828554738429407,0.3088338106508436,23.025850695427003
187,top_p_var,chain,sex,0.6,20.75470905912901,0.405369171098664,23.025850695409154
188,top_p_var,chain,sex,0.7,20.427037830772242,0.5654463843057411,23.025850695346932
189,top_p_var,chain,sex,0.8,19.39125572752047,0.9925267287635849,23.025850693291073
190,top_p_var,chain,sex,0.9,20.07728758266856,0.4613511724644293,23.02585069324686
191,top_p_var,chain,sex,1.0,19.486887190192576,1.171733481415862,22.96938551755762
