idx,condition_dataset_name,condition_cond_name,condition_query_name,parameter_value,gpt-3.5-turbo,luminous-supreme-control_int100query,gpt-4
26,annealing,cc,econ,0.5,0.0009900990099009914,0.005775577557755781,0.0027722772277227747
27,annealing,cc,econ,0.6,0.0007920792079207919,0.004937636620804942,0.0033663366336633698
28,annealing,cc,econ,0.7,0.00217821782178218,0.003611681922909273,0.004158415841584162
29,annealing,cc,econ,0.8,0.0015841584158415856,0.0031235555988031244,0.004158415841584162
30,annealing,cc,econ,0.9,0.002772277227722774,0.0024451837896340223,0.005200520052005206
31,annealing,cc,econ,1.0,0.005346534653465346,0.004251563738026373,0.005940594059405946
32,annealing,cc,econ,1.1,0.005148514851485151,0.002215606176002213,0.005932593259325937
33,annealing,cc,econ,1.2,0.004554455445544557,0.00180706595249689,0.00668025986272097
34,annealing,cc,econ,1.3,0.003960396039603963,0.0030718918886424155,0.010107133162295827
35,annealing,cc,econ,1.4,0.004950495049504953,0.002323398363002323,0.006455537201100715
36,annealing,cc,econ,1.5,0.00514851485148515,0.003184040488416089,0.010017643885154356
37,annealing,cc,econ,1.6,0.003762376237623763,0.0031305987741631304,0.009321340297295044
38,annealing,cc,econ,1.7,0.004373906778432947,0.0023678356263784504,0.0062756275627562814
39,annealing,cc,econ,1.8,0.004126943306575556,0.0022642284466240716,0.00823345492443982
40,annealing,cc,econ,1.9,0.006003791868548558,0.0021318902076543074,0.006229372937293734
41,annealing,cc,econ,2.0,0.0030732005784848155,0.002875672182602875,0.006366162932082688
42,annealing,cc,sex,0.0,0.0,0.00990099009900991,0.0
43,annealing,cc,sex,0.1,0.0,0.008514851485148522,0.0
44,annealing,cc,sex,0.2,0.00019801980198019828,0.007696943607404225,0.00019801980198019828
45,annealing,cc,sex,0.3,0.0017821782178217835,0.00500260552371027,0.0005940594059405948
46,annealing,cc,sex,0.4,0.0025742574257425765,0.002272922944468362,0.00435643564356436
47,annealing,cc,sex,0.5,0.003960396039603965,0.005235098408626293,0.00435643564356436
48,annealing,cc,sex,0.6,0.003960396039603963,0.0026107967939651136,0.005148514851485153
49,annealing,cc,sex,0.7,0.005148514851485151,0.0026793001880833266,0.005742574257425748
50,annealing,cc,sex,0.8,0.004752475247524756,0.0025075564248417848,0.0065346534653465405
51,annealing,cc,sex,0.9,0.004752475247524755,0.0051350619734715835,0.011485148514851495
52,annealing,cc,sex,1.0,0.001980198019801982,0.0021048743039869472,0.009900990099009908
53,annealing,cc,sex,1.1,0.004356435643564357,0.002240957139356483,0.01048696706405335
54,annealing,cc,sex,1.2,0.005148514851485151,0.0016668213324576892,0.011856690823721554
55,annealing,cc,sex,1.3,0.0025742574257425744,0.003462508413003464,0.009376195351493918
56,annealing,cc,sex,1.4,0.0033183318331833195,0.003300330033003303,0.012036337654384003
57,annealing,cc,sex,1.5,0.0015841584158415843,0.003924604314151467,0.013044809635602743
58,annealing,cc,sex,1.6,0.001926192619261927,0.0018415006057567768,0.011738673867386744
59,annealing,cc,sex,1.7,0.0022226712467165077,0.005897717478332015,0.010326032603260333
60,annealing,cc,sex,1.8,0.003700242473226916,0.0039053905390539047,0.011002594317156684
61,annealing,cc,sex,1.9,0.0015685768029780047,0.005299870646405301,0.009942893366927583
62,annealing,cc,sex,2.0,0.0022929533414743418,0.001860480165663624,0.009435142952497502
63,annealing,chain,alien,0.0,0.0,0.003168316831683171,0.00990099009900991
64,annealing,chain,alien,0.1,0.0,0.0055445544554455495,0.001485148514851486
65,annealing,chain,alien,0.2,0.00019801980198019828,0.005252660759448556,0.0010422094841063068
66,annealing,chain,alien,0.3,0.0005940594059405948,0.00509489584071231,0.0012376237623762387
67,annealing,chain,alien,0.4,0.0009900990099009892,0.005022241354570243,0.006781500067815006
68,annealing,chain,alien,0.5,0.003564356435643565,0.004062568419004065,0.0025828669823504116
69,annealing,chain,alien,0.6,0.002970297029702971,0.005227230797613927,0.008390669575432127
70,annealing,chain,alien,0.7,0.004950495049504951,0.00272316859866026,0.005400540054005405
71,annealing,chain,alien,0.8,0.004752475247524753,0.00204375993154871,0.004050405040504055
72,annealing,chain,alien,0.9,0.004356435643564358,0.0019486381551424236,0.004863644259162763
73,annealing,chain,alien,1.0,0.0021782178217821793,0.004017793083656192,0.005091937765205096
74,annealing,chain,alien,1.1,0.003564356435643566,0.00516175372871569,0.003168316831683171
75,annealing,chain,alien,1.2,0.0017821782178217814,0.005336129605600105,0.006473724295506479
76,annealing,chain,alien,1.3,0.002376237623762375,0.004706557612282968,0.01122112211221123
77,annealing,chain,alien,1.4,0.000792079207920793,0.003892494512609158,0.010297029702970303
78,annealing,chain,alien,1.5,0.0017461746174617459,0.0028653680585449866,0.006600660066006604
79,annealing,chain,alien,1.6,0.0017821782178217816,0.005453510868328215,0.011734506784011743
80,annealing,chain,alien,1.7,0.0009858128670009857,0.0044711337330916225,0.01056392595781318
81,annealing,chain,alien,1.8,0.0019195797130733484,0.0023513510614333382,0.011353135313531357
82,annealing,chain,alien,1.9,0.0005767158348487902,0.003563826498617747,0.010464584920030471
83,annealing,chain,alien,2.0,0.002446926614858284,0.004333297179483208,0.010591756850103624
84,annealing,chain,econ,0.0,0.0,0.0,0.0
85,annealing,chain,econ,0.1,0.0,0.0,0.00039603960396039655
86,annealing,chain,econ,0.2,0.00019801980198019828,0.00039894099300039857,0.0015841584158415851
87,annealing,chain,econ,0.3,0.00039603960396039655,0.006982433403157674,0.003564356435643568
88,annealing,chain,econ,0.4,0.002970297029702973,0.005162607764044383,0.0065346534653465405
89,annealing,chain,econ,0.5,0.004752475247524756,0.0031313372301085556,0.005940594059405946
90,annealing,chain,econ,0.6,0.006138613861386142,0.006931727655524179,0.00435643564356436
91,annealing,chain,econ,0.7,0.008118811881188124,0.0037407790479922374,0.007920792079207928
92,annealing,chain,econ,0.8,0.003960396039603962,0.004761375013905887,0.008910891089108919
93,annealing,chain,econ,0.9,0.004158415841584162,0.005588675578433178,0.008514851485148522
94,annealing,chain,econ,1.0,0.0035643564356435667,0.005740509897020179,0.010693069306930703
95,annealing,chain,econ,1.1,0.001980198019801981,0.006509991658506511,0.010289028902890298
96,annealing,chain,econ,1.2,0.003960396039603961,0.004470447044704474,0.009494949494949502
97,annealing,chain,econ,1.3,0.00297029702970297,0.004529072302845534,0.010689068906890697
98,annealing,chain,econ,1.4,0.002376237623762377,0.005022539676005022,0.00967234867816679
99,annealing,chain,econ,1.5,0.004158415841584159,0.004082254379284085,0.007900585976965049
100,annealing,chain,econ,1.6,0.0037223722372237214,0.00443701513008444,0.007306730673067313
101,annealing,chain,econ,1.7,0.0028002800280028015,0.004918138872710805,0.008921300293294642
102,annealing,chain,econ,1.8,0.0015914909395420916,0.0038815821880695558,0.01058884835852007
103,annealing,chain,econ,1.9,0.0030889315135320928,0.0018119459004724019,0.00976097609760977
104,annealing,chain,econ,2.0,0.0030245299810879953,0.003808073115003809,0.009369463262115693
105,annealing,chain,sex,0.0,0.0,0.00990099009900991,0.0
106,annealing,chain,sex,0.1,0.005346534653465351,0.00990099009900991,0.0
107,annealing,chain,sex,0.2,0.00772277227722773,0.008853059218965384,0.0
108,annealing,chain,sex,0.3,0.007920792079207928,0.005603339754436713,0.0005940594059405948
109,annealing,chain,sex,0.4,0.008118811881188126,0.002849353258307199,0.00217821782178218
110,annealing,chain,sex,0.5,0.00990099009900991,0.006610814927646617,0.001980198019801982
111,annealing,chain,sex,0.6,0.009108910891089115,0.00537482319660538,0.004950495049504955
112,annealing,chain,sex,0.7,0.008118811881188126,0.003676683457819469,0.004800480048004805
113,annealing,chain,sex,0.8,0.006930693069306937,0.006367037501357319,0.007920792079207928
114,annealing,chain,sex,0.9,0.004158415841584161,0.0052576631854277965,0.006400640064006407
115,annealing,chain,sex,1.0,0.0037623762376237657,0.002604998403066115,0.009108910891089117
116,annealing,chain,sex,1.1,0.004950495049504951,0.002713331034595999,0.008308749242271173
117,annealing,chain,sex,1.2,0.005742574257425744,0.0013142738159596407,0.006784183572996481
118,annealing,chain,sex,1.3,0.002772277227722774,0.0044704470447044726,0.009376195351493921
119,annealing,chain,sex,1.4,0.003302330233023303,0.0013201320132013195,0.0100030621618863
120,annealing,chain,sex,1.5,0.0021216407355021203,0.0042200941405615994,0.011460651219761161
121,annealing,chain,sex,1.6,0.003504350435043506,0.004589633996136412,0.009454772007813033
122,annealing,chain,sex,1.7,0.0009254394827237825,0.00431172149473012,0.01093234323432344
123,annealing,chain,sex,1.8,0.0030688017781369975,0.005037345839847144,0.010297392127682235
124,annealing,chain,sex,1.9,0.001292912796434282,0.0035345852644563663,0.010787976893993998
125,annealing,chain,sex,2.0,0.0021611744138034026,0.0037953795379537967,0.008150941951752267
126,top_p_var,cc,alien,0.01,0.0,0.0,0.0
127,top_p_var,cc,alien,0.1,0.0,0.008514851485148522,0.00931857891671521
128,top_p_var,cc,alien,0.2,0.0,0.007892503536067899,0.0011648223645894015
129,top_p_var,cc,alien,0.3,0.0,0.0037451571244080965,0.0
130,top_p_var,cc,alien,0.4,0.003168316831683171,0.005816831683168321,0.005657708628005662
131,top_p_var,cc,alien,0.5,0.0045544554455445585,0.003433926601055911,0.005500550055005506
132,top_p_var,cc,alien,0.6,0.00831683168316832,0.0024353554116168935,0.0018420446695832397
133,top_p_var,cc,alien,0.7,0.006138613861386139,0.005084382677618677,0.007098823089856161
134,top_p_var,cc,alien,0.8,0.006138613861386141,0.0049440238141461226,0.008550855085508558
135,top_p_var,cc,alien,0.9,0.0031683168316831694,0.004918801739328863,0.004500450045004505
136,top_p_var,cc,alien,1.0,0.004950495049504953,0.005180264861929229,0.0047378071140447425
137,top_p_var,cc,econ,0.01,0.0,0.0,0.0
138,top_p_var,cc,econ,0.1,0.0,0.0,0.0
139,top_p_var,cc,econ,0.2,0.0,0.0,0.0
140,top_p_var,cc,econ,0.3,0.0,0.0036840893391664785,0.0
141,top_p_var,cc,econ,0.4,0.0,0.0028796777982883063,0.0
142,top_p_var,cc,econ,0.5,0.005742574257425748,0.0034895962714551055,0.0
143,top_p_var,cc,econ,0.6,0.004950495049504954,0.0014851485148514865,0.0015841584158415851
144,top_p_var,cc,econ,0.7,0.003762376237623765,0.0016643173751337411,0.002772277227722775
145,top_p_var,cc,econ,0.8,0.005346534653465348,0.0018148707526119859,0.005346534653465351
146,top_p_var,cc,econ,0.9,0.006138613861386141,0.0021376844333716315,0.00772277227722773
147,top_p_var,cc,econ,1.0,0.0041584158415841595,0.0026583480265834816,0.004752475247524757
148,top_p_var,cc,sex,0.01,0.0,0.00990099009900991,0.0
149,top_p_var,cc,sex,0.1,0.0,0.00990099009900991,0.0
150,top_p_var,cc,sex,0.2,0.0,0.005340794949060128,0.0
151,top_p_var,cc,sex,0.3,0.008118811881188126,0.0027722772277227747,0.0
152,top_p_var,cc,sex,0.4,0.007326732673267333,0.004172560113154177,0.0
153,top_p_var,cc,sex,0.5,0.00871287128712872,0.004684951253746068,0.001386138613861387
154,top_p_var,cc,sex,0.6,0.006732673267326735,0.0023648975988573868,0.006138613861386144
155,top_p_var,cc,sex,0.7,0.005940594059405942,0.0020152039093063647,0.006732673267326739
156,top_p_var,cc,sex,0.8,0.0073267326732673315,0.0018985986725967572,0.007128712871287135
157,top_p_var,cc,sex,0.9,0.007722772277227728,0.004858416876170378,0.007326732673267333
158,top_p_var,cc,sex,1.0,0.005940594059405946,0.0016292314262234481,0.008000800080008008
159,top_p_var,chain,alien,0.01,0.0,0.003168316831683171,0.0
160,top_p_var,chain,alien,0.1,0.0,0.0007920792079207918,0.00931857891671521
161,top_p_var,chain,alien,0.2,0.0,0.0005657708628005665,0.0011648223645894015
162,top_p_var,chain,alien,0.3,0.005148514851485153,0.0033851211208077367,0.0
163,top_p_var,chain,alien,0.4,0.0033663366336633685,0.004717530576587074,0.005657708628005662
164,top_p_var,chain,alien,0.5,0.007128712871287135,0.002055434685654231,0.005500550055005506
165,top_p_var,chain,alien,0.6,0.002574257425742576,0.002640923433002642,0.0018420446695832397
166,top_p_var,chain,alien,0.7,0.0045544554455445585,0.003785672684915553,0.007098823089856161
167,top_p_var,chain,alien,0.8,0.0041584158415841595,0.004222043826004224,0.008550855085508558
168,top_p_var,chain,alien,0.9,0.0039603960396039604,0.00319891144043982,0.004500450045004505
169,top_p_var,chain,alien,1.0,0.0017821782178217822,0.006626984876396432,0.005133846718005139
170,top_p_var,chain,econ,0.01,0.0,0.0,0.0
171,top_p_var,chain,econ,0.1,0.0,0.0,0.0
172,top_p_var,chain,econ,0.2,0.0,0.0,0.0
173,top_p_var,chain,econ,0.3,0.0,0.003790793146245995,0.0
174,top_p_var,chain,econ,0.4,0.00871287128712872,0.002689373053528115,0.001980198019801982
175,top_p_var,chain,econ,0.5,0.00871287128712872,0.006099133038060904,0.001980198019801982
176,top_p_var,chain,econ,0.6,0.0065346534653465405,0.00352073073056015,0.004950495049504955
177,top_p_var,chain,econ,0.7,0.00653465346534654,0.006720672067206727,0.005742574257425748
178,top_p_var,chain,econ,0.8,0.006336633663366339,0.003745903520802112,0.007128712871287135
179,top_p_var,chain,econ,0.9,0.007128712871287133,0.0034999653811535027,0.008316831683168324
180,top_p_var,chain,econ,1.0,0.006138613861386141,0.005492217231392765,0.010495049504950504
181,top_p_var,chain,sex,0.01,0.0,0.00990099009900991,0.0
182,top_p_var,chain,sex,0.1,0.0,0.00990099009900991,0.0
183,top_p_var,chain,sex,0.2,0.0,0.001337090230762208,0.0
184,top_p_var,chain,sex,0.3,0.0,0.007054642115795296,0.0
185,top_p_var,chain,sex,0.4,0.0045544554455445585,0.00735129903967841,0.0
186,top_p_var,chain,sex,0.5,0.004752475247524757,0.0034079494906012367,0.0017821782178217833
187,top_p_var,chain,sex,0.6,0.005148514851485149,0.003942145366610397,0.00217821782178218
188,top_p_var,chain,sex,0.7,0.007524752475247528,0.004339216530348691,0.004752475247524757
189,top_p_var,chain,sex,0.8,0.007326732673267328,0.0023449713392391883,0.005940594059405946
190,top_p_var,chain,sex,0.9,0.008118811881188123,0.008567731773177325,0.008118811881188126
191,top_p_var,chain,sex,1.0,0.007722772277227729,0.004347473745930206,0.008314831483148322
